object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of random class 1,Probability of random class 2,Radii of the object_0,Radii of the object_1,Radii of the object_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Center of the object_0,Center of the object_1,Center of the object_2
222,2,48,0,random class 1,0.64,0.36,2.542646,2.1100407,1.6683419,0.27926362,-0.9582809,0.060906004,-0.4229311,-0.17970079,-0.88816494,0.8620563,0.2222731,-0.45547068,404.0,64.0,55.0,12.0,73.0,63.0,24.0,67.89604,59.081684,17.915842
223,2,49,0,random class 2,0.37,0.63,4.7409472,2.1463714,1.7203408,-0.024810806,0.9933477,-0.11244898,-0.5460807,0.080751985,0.8338315,0.8373651,0.08209425,0.5404445,738.0,121.0,10.0,13.0,131.0,23.0,30.0,125.44987,16.193768,22.47019
224,2,50,0,random class 2,0.18,0.82,4.3314414,3.702522,1.6242675,-0.08073859,0.20993763,-0.9743754,-0.99383205,0.05760293,0.094761856,0.07602096,0.97601646,0.20399196,1043.0,24.0,40.0,13.0,34.0,59.0,30.0,28.692234,48.900288,20.861937
225,2,51,0,random class 2,0.21,0.79,4.4823923,3.2652647,0.91640747,0.071859546,-0.09221549,-0.9931427,-0.9540446,-0.29678088,-0.04147381,0.29092124,-0.9504827,0.10930423,464.0,89.0,34.0,14.0,95.0,52.0,30.0,91.586205,44.517242,23.782328
226,2,52,0,random class 1,0.51,0.49,3.8872442,1.6677428,1.397526,-0.14351542,-0.25963497,-0.95498323,-0.23386827,-0.9287437,0.28764698,0.9616179,-0.26462206,-0.07256867,372.0,140.0,50.0,14.0,147.0,59.0,30.0,143.45161,54.948925,23.787634
227,2,53,0,random class 2,0.47,0.53,5.058116,1.4655398,1.258606,0.19020553,0.9802869,0.053474203,-0.47840846,0.044986725,0.87698436,0.8572906,-0.19238979,0.47753423,342.0,127.0,57.0,14.0,135.0,68.0,30.0,130.85672,62.154972,21.511696
228,2,54,0,random class 1,0.57,0.43,4.703157,1.6221659,1.3128407,-0.13350953,0.19193693,-0.9722836,-0.61060584,-0.78866905,-0.07184428,0.7805996,-0.5840902,-0.22249264,411.0,101.0,53.0,15.0,109.0,66.0,30.0,104.649635,58.9854,21.885645
229,2,55,0,random class 2,0.17,0.83,4.127411,3.1082456,1.7055587,0.19324885,0.055688087,-0.9795681,0.9670403,-0.17951842,0.18057181,0.16579482,0.98217714,0.088544354,826.0,0.0,30.0,16.0,9.0,48.0,30.0,3.894673,39.285713,23.366829
230,2,56,0,random class 2,0.19,0.81,4.2419157,3.300102,1.0720474,0.09541792,0.102168605,-0.9901803,-0.9769407,-0.18125421,-0.11284423,0.19100347,-0.9781148,-0.082517765,579.0,130.0,27.0,16.0,136.0,45.0,30.0,132.23834,36.207253,24.27461
231,2,57,0,random class 2,0.49,0.51,3.7771158,1.7402606,0.8755092,0.062448468,0.9916446,-0.112876415,-0.40860143,0.12858713,0.9036096,0.910574,-0.010307564,0.41321748,217.0,140.0,62.0,16.0,150.0,70.0,30.0,143.33641,65.741936,22.649769
232,2,58,0,random class 2,0.41,0.59,3.8464322,3.3289704,1.2914194,0.68466926,-0.5608841,-0.4654428,-0.005959901,0.6342658,-0.7730921,-0.7288295,-0.5320864,-0.43091947,457.0,80.0,55.0,17.0,94.0,66.0,30.0,87.148796,59.853394,24.55361
233,2,59,0,random class 2,0.16,0.84,4.461001,2.6468954,1.5258006,0.25803053,-0.079600066,-0.96285206,-0.9591093,-0.14108868,-0.24536358,0.116316564,-0.9867917,0.11275036,618.0,50.0,38.0,18.0,59.0,56.0,30.0,53.244335,47.755665,25.648867
234,2,60,0,random class 2,0.28,0.72,4.453639,2.619971,1.1638687,-0.20106329,0.017021343,-0.9794304,-0.9362927,-0.29727325,0.18704149,0.28797477,-0.9546407,-0.075707704,453.0,35.0,40.0,18.0,42.0,58.0,30.0,38.13466,50.518764,25.578367
235,2,61,0,random class 1,0.59,0.41,3.5625916,2.2508807,2.0482666,-0.6995042,0.39804655,-0.5935089,0.68073696,0.11841474,-0.7228936,0.21746509,0.90969056,0.3537966,455.0,90.0,64.0,19.0,104.0,76.0,30.0,95.8989,69.16923,24.857143
236,2,62,0,random class 1,0.51,0.49,3.3093903,1.6679356,1.4912841,-0.045990642,0.9934226,0.10486323,-0.65183663,-0.10939022,0.75042844,0.7569636,-0.033841003,0.6525802,338.0,129.0,64.0,19.0,136.0,75.0,30.0,131.78995,70.04142,25.281065
237,2,63,0,random class 1,0.62,0.38,2.7417786,2.2270622,1.9865651,0.9648152,0.10099785,-0.24275728,-0.24649183,0.0261147,-0.968793,0.09150647,-0.99454385,-0.050091006,516.0,26.0,2.0,20.0,39.0,11.0,30.0,32.3469,6.641473,25.501938
238,2,64,0,random class 2,0.36,0.64,3.7893445,2.5413313,1.2979474,0.24435304,-0.017259924,-0.9695327,-0.9593515,-0.14988984,-0.23911867,0.14119594,-0.98855203,0.053184375,503.0,80.0,34.0,20.0,88.0,50.0,30.0,83.021866,41.934395,25.461233
239,2,65,0,random class 1,0.87,0.13,3.0204,1.8465313,1.4014634,-0.15808912,-0.8604131,0.48445556,-0.7085326,-0.24287456,-0.6625659,0.6877423,-0.44799697,-0.5712348,291.0,115.0,60.0,20.0,123.0,70.0,30.0,118.869415,65.69072,26.09622
240,2,66,0,random class 1,0.59,0.41,3.5290506,2.1819477,1.4059641,-0.95209026,0.07304319,0.29696614,-0.19994526,0.5860848,-0.785192,0.23140027,0.8069506,0.543401,362.0,46.0,4.0,21.0,59.0,14.0,30.0,51.803867,7.8756905,26.292818
241,2,67,0,random class 2,0.47,0.53,3.4343333,2.0781307,1.3085458,-0.9865244,-0.020863203,-0.16227871,-0.13994145,-0.4062872,0.9029657,-0.084770516,0.9135072,0.3978926,388.0,40.0,60.0,21.0,55.0,67.0,30.0,46.226803,63.015465,26.319588
242,2,68,0,random class 2,0.48,0.52,2.8495595,2.1756384,1.0343919,-0.95624346,0.2913425,-0.026795972,-0.16976185,-0.47792482,0.86184037,0.23828426,0.82867813,0.50647134,262.0,110.0,71.0,22.0,121.0,78.0,30.0,115.23283,74.76717,26.133587
243,2,69,0,random class 1,0.6,0.4,2.670096,1.7057339,0.58525395,-0.028103078,0.10179568,-0.9944083,-0.9825074,-0.18601908,0.008724327,0.18409081,-0.9772587,-0.10524272,111.0,147.0,30.0,23.0,150.0,41.0,30.0,148.45946,35.423424,26.945946
244,2,70,0,random class 1,0.78,0.22,2.4181576,1.9885708,1.4493337,0.5400916,-0.84102887,-0.03117041,-0.69061214,-0.42172137,-0.5875423,0.48099482,0.3388533,-0.80859286,285.0,109.0,45.0,23.0,119.0,55.0,30.0,112.97895,50.014034,26.807018
245,2,71,0,random class 1,0.73,0.27,3.0600116,1.5635109,1.2215508,0.954346,0.061617274,0.29227903,0.23459466,0.45109177,-0.8610932,0.18490289,-0.89034796,-0.41604254,232.0,21.0,59.0,23.0,33.0,67.0,30.0,25.943966,62.46121,27.163794
246,2,72,0,random class 2,0.39,0.61,5.085421,2.0352733,1.3738736,-0.80087316,-0.5132505,0.3085061,0.5977445,-0.7162281,0.36016488,0.036105942,0.47285423,0.8804006,381.0,60.0,61.0,23.0,76.0,74.0,30.0,68.2231,66.86877,27.183727
247,2,73,0,random class 1,0.76,0.24,2.079473,1.6801014,1.2969496,-0.9310234,0.02178255,-0.36430886,0.22865118,0.81283695,-0.5357375,0.284454,-0.5820838,-0.7617508,186.0,77.0,68.0,23.0,86.0,75.0,30.0,81.92473,71.2957,27.225807
248,2,74,0,random class 1,0.74,0.26,2.1130846,1.784681,1.1900902,0.018309109,-0.97513974,0.2208332,0.82480085,-0.11010974,-0.55459845,-0.56512684,-0.19229761,-0.80228007,191.0,137.0,71.0,23.0,145.0,80.0,30.0,140.59686,75.780106,26.874346
249,2,75,0,random class 1,0.66,0.34,1.6233066,1.4264861,0.5600342,-0.08579087,-0.105547324,-0.9907067,0.8433493,-0.5371333,-0.015805583,0.5304733,0.83686775,-0.13509439,59.0,142.0,43.0,24.0,145.0,49.0,30.0,143.45763,45.33898,27.118645
250,2,76,0,random class 2,0.35,0.65,2.0729797,1.6210726,1.5501816,-0.9379096,-0.31776097,0.13911688,0.3451991,-0.8155836,0.46439314,-0.034104567,0.4835818,0.8746345,227.0,5.0,56.0,24.0,14.0,63.0,30.0,8.977974,59.202644,26.982378
251,2,77,0,random class 1,0.51,0.49,1.8880726,1.32208,1.056905,0.087270744,0.9936934,0.07040764,-0.9732285,0.06996104,0.21893302,0.2126265,-0.08762917,0.9731963,109.0,122.0,48.0,25.0,129.0,56.0,30.0,125.17431,52.25688,27.844036
252,2,78,0,random class 1,0.58,0.42,1.6138058,1.0924467,0.8670507,-0.94071686,-0.32166407,-0.10762884,-0.3190642,0.9468443,-0.041036453,0.1151077,-0.0042631747,-0.9933439,65.0,32.0,68.0,26.0,39.0,73.0,30.0,34.8,69.95385,28.153847
253,2,79,0,random class 1,0.53,0.47,0.91765743,0.6364778,0.4693148,0.08103833,-0.2584404,-0.9626221,-0.9844999,-0.17147169,-0.03684417,0.15554042,-0.9506871,0.2683303,13.0,0.0,59.0,27.0,2.0,63.0,30.0,0.3846154,60.307693,28.461538
254,2,80,0,random class 1,0.51,0.49,2.0754752,0.99851817,0.6505998,0.99561536,0.061462376,-0.070515335,-0.054184753,0.99342555,0.100845024,0.076249905,-0.096582,0.99240005,57.0,45.0,67.0,27.0,54.0,72.0,30.0,47.929825,69.26316,28.40351
255,2,81,0,random class 1,0.59,0.41,2.4767613,1.5747449,0.52060884,-0.811344,-0.582442,0.049822036,-0.58453417,0.8074142,-0.08001328,0.006376078,-0.09404098,-0.9955479,88.0,59.0,76.0,27.0,69.0,84.0,30.0,63.420456,79.61364,28.568182
256,2,82,0,random class 1,0.63,0.37,1.0801234,0.5,0.44095856,-1.0,-3.2829205e-16,2.4224285e-16,6.084599e-17,-0.70710677,-0.70710677,4.034291e-16,-0.70710677,0.70710677,12.0,6.0,0.0,28.0,11.0,2.0,30.0,8.0,0.33333334,28.666666
257,2,83,0,random class 1,0.64,0.36,2.5247478,1.2441891,0.48146713,-0.13982339,-0.9881358,-0.0635378,-0.990119,0.13883586,0.019722275,-0.01066696,0.06566762,-0.99778455,69.0,24.0,22.0,28.0,30.0,33.0,30.0,26.434782,26.492754,28.608696
258,2,84,0,random class 1,0.51,0.49,1.9795817,0.88443625,0.47199425,0.04594015,0.98591125,0.16083695,-0.9986036,0.04112122,0.033164814,0.026083753,-0.16213596,0.9864236,40.0,51.0,28.0,28.0,55.0,36.0,30.0,52.975,32.125,28.6
259,2,85,0,random class 1,0.54,0.46,1.6846644,0.9589279,0.48828125,0.7826548,0.6192592,-0.063004434,-0.6204564,0.7842406,0.0007140537,0.04985282,0.038532645,0.998013,39.0,19.0,68.0,28.0,25.0,73.0,30.0,21.564102,70.333336,28.564102
260,2,86,0,random class 2,0.45,0.55,1.8311831,1.1914492,0.47414914,0.8919387,0.450023,0.043871168,0.45028716,-0.8928738,0.0042216103,-0.04107124,-0.015989207,0.99902827,50.0,97.0,80.0,28.0,104.0,86.0,30.0,100.38,82.22,28.64
261,3,1,0,random class 1,0.52,0.48,3.8382387,1.2711618,1.1111006,0.20271882,0.33622372,-0.91970575,-0.15600395,-0.91612256,-0.3692997,0.9667305,-0.21834174,0.13326305,209.0,59.0,0.0,0.0,67.0,7.0,13.0,63.19617,1.799043,5.488038
262,3,2,0,random class 1,0.73,0.27,1.6782783,1.1754873,0.4772294,0.98371935,0.17939004,0.010746099,-0.005456959,0.08958605,-0.9959641,0.17962874,-0.97969055,-0.089106455,44.0,75.0,0.0,0.0,82.0,2.0,5.0,78.34091,0.38636363,1.3863636
263,3,3,0,random class 1,0.61,0.39,1.70346,1.4258984,1.332813,-0.39834917,-0.4626059,-0.7920314,-0.5358947,-0.58341324,0.61028343,0.74440235,-0.6675513,0.015505858,138.0,91.0,0.0,0.0,97.0,6.0,6.0,93.108696,2.152174,2.0072465
264,3,4,0,random class 1,0.55,0.45,1.9776733,0.75108826,0.6016445,0.03994209,0.99842846,-0.039309368,-0.08461692,0.0425793,0.99550337,0.9956127,-0.03643625,0.08618465,42.0,101.0,0.0,0.0,104.0,3.0,8.0,102.04762,0.5714286,2.6904762
265,3,5,0,random class 1,0.69,0.31,3.7027664,1.2029932,0.9160912,-0.050217878,-0.9620631,-0.26816562,-0.16173577,0.27279395,-0.9483802,0.9855555,-0.0042536687,-0.16929914,139.0,133.0,0.0,0.0,138.0,5.0,13.0,135.10791,1.0431654,4.5467625
266,3,6,0,random class 1,0.57,0.43,2.2370915,1.7891092,1.2268093,0.19930848,-0.2889632,-0.9363634,-0.628112,-0.77110535,0.10426828,0.7521645,-0.56735957,0.33518907,223.0,28.0,0.0,0.0,35.0,8.0,8.0,31.089685,3.4215248,3.3004484
267,3,7,0,random class 1,0.5,0.5,4.3715043,1.4896419,0.8893609,-0.20633145,-0.20091788,-0.9576321,-0.32676825,-0.90835536,0.26098478,0.92230684,-0.36677313,-0.1217687,218.0,120.0,0.0,0.0,126.0,9.0,16.0,122.417435,2.559633,5.2201834
268,3,8,0,random class 2,0.48,0.52,3.7110224,1.8088344,1.3614268,0.12822369,0.085970916,-0.988012,-0.242508,-0.96327454,-0.11529098,0.96163845,-0.25438383,0.10266598,396.0,51.0,0.0,0.0,58.0,9.0,15.0,53.742424,3.909091,6.0555553
269,3,9,0,random class 1,0.55,0.45,1.459126,0.9939372,0.58523464,0.14876044,0.19900978,-0.96864104,-0.15381522,0.97227454,0.17613389,0.97683734,0.12278999,0.17524672,37.0,147.0,2.0,0.0,150.0,6.0,6.0,148.43243,3.2432432,1.6756756
270,3,10,0,random class 1,0.62,0.38,2.4395251,1.8967632,1.1785058,-0.049750596,-0.47848392,-0.8766858,-0.6199502,-0.67340857,0.40271902,0.78306234,-0.56353706,0.2631337,233.0,41.0,3.0,0.0,47.0,13.0,9.0,43.472103,7.248927,2.9785407
271,3,11,0,random class 1,0.66,0.34,3.5320613,1.7637973,0.9140059,0.072345704,0.68150514,-0.72822857,-0.07092563,-0.72477806,-0.6853221,0.99485457,-0.101230174,0.0040983944,205.0,109.0,3.0,0.0,116.0,9.0,13.0,112.346344,5.2487803,6.414634
272,3,12,0,random class 2,0.49,0.51,6.0939927,1.389613,1.2182684,-0.047577474,-0.44695407,-0.8932908,-0.30527636,-0.8450072,0.43905488,0.9510745,-0.29358968,0.096241206,356.0,68.0,0.0,0.0,74.0,11.0,21.0,70.05618,5.578652,9.522472
273,3,13,0,random class 2,0.49,0.51,4.014123,1.792909,1.1514589,0.15635984,0.96272165,-0.22072285,-0.2828101,0.25775346,0.9238948,0.9463456,-0.0820374,0.3125697,335.0,138.0,4.0,0.0,146.0,12.0,14.0,141.93732,7.1402984,5.6208954
274,3,14,0,random class 2,0.16,0.84,7.7423053,6.382716,1.4555935,-0.8951326,-0.06482608,-0.44106144,-0.3868742,-0.37863642,0.84081084,-0.22150838,0.9232725,0.31385028,868.0,127.0,2.0,0.0,150.0,18.0,23.0,136.07834,10.302996,9.770738
275,3,15,0,random class 2,0.38,0.62,3.2088885,2.7873402,0.8837082,0.2656435,0.18305641,-0.94653255,-0.6095357,-0.7287775,-0.31200892,0.74692684,-0.65982854,0.082015574,316.0,100.0,8.0,0.0,107.0,20.0,12.0,103.05696,12.63924,5.060127
276,3,16,0,random class 1,0.64,0.36,3.973535,1.8299872,1.2664226,0.31180593,-0.8589307,0.40622053,-0.18602872,-0.47444803,-0.86040246,0.9317566,0.19270991,-0.3077215,361.0,57.0,9.0,0.0,66.0,17.0,14.0,61.03324,12.526316,6.127424
277,3,17,0,random class 2,0.49,0.51,4.589276,1.7097659,0.85066533,0.1329133,0.10689543,-0.9853463,-0.41159573,-0.89843416,-0.15298687,0.9016224,-0.4258983,0.075416155,267.0,95.0,6.0,0.0,100.0,16.0,18.0,97.10861,10.292135,8.172285
278,3,18,0,random class 1,0.55,0.45,3.6210403,1.6096112,1.1487693,-0.27158606,0.14721349,-0.9510884,-0.32649824,-0.9437197,-0.052840404,0.90533966,-0.29617798,-0.30436602,263.0,119.0,10.0,0.0,126.0,20.0,13.0,121.86312,13.09886,4.3574142
279,3,19,0,random class 1,0.58,0.42,3.0490718,1.0425888,0.77401173,-0.80217284,0.59632874,0.030179195,0.5969609,0.799913,0.06145619,0.012507361,0.06731428,-0.9976534,98.0,78.0,12.0,0.0,89.0,20.0,4.0,82.65306,15.22449,0.7755102
280,3,20,0,random class 1,0.52,0.48,3.7389097,3.254383,1.2477504,0.6801264,0.7122985,0.17337508,0.014496403,0.22338377,-0.9746228,0.7329515,-0.66538,-0.14160343,580.0,10.0,10.0,0.0,25.0,17.0,17.0,16.806896,13.006897,8.065517
281,3,21,0,random class 2,0.33,0.67,9.632699,2.1069436,1.795367,-0.2214713,0.21884742,0.9502927,-0.21930951,-0.96070683,0.17013438,0.9501862,-0.17072836,0.2607643,898.0,122.0,9.0,0.0,134.0,26.0,30.0,126.917595,16.324053,17.846325
282,3,22,0,random class 1,0.56,0.44,2.3671668,2.0607603,1.3361648,-0.20150045,-0.007616123,-0.9794588,0.41257063,-0.9075955,-0.0778193,0.8883597,0.41977656,-0.18602309,297.0,38.0,16.0,0.0,44.0,25.0,10.0,40.299664,19.811447,3.7340066
283,3,23,0,random class 2,0.43,0.57,5.605414,1.6364362,1.307836,0.08348275,-0.12869401,-0.9881642,-0.45680073,-0.88624513,0.07682879,0.8856431,-0.44498026,0.1327737,505.0,67.0,12.0,0.0,74.0,25.0,20.0,70.233665,18.037624,8.065347
284,3,24,0,random class 2,0.23,0.77,4.2775426,2.8416336,2.163126,0.08230662,0.84828603,0.5231027,0.013000714,-0.52575284,0.850538,0.99652225,-0.0632042,-0.054301266,1121.0,47.0,18.0,0.0,59.0,29.0,18.0,52.711864,23.487957,7.5388045
285,3,25,0,random class 2,0.18,0.82,7.422941,3.1245794,1.738572,-0.14744708,-0.09071319,-0.98490125,-0.20437375,-0.9715006,0.12007521,0.9677245,-0.2189927,-0.12470552,1115.0,135.0,17.0,0.0,145.0,33.0,26.0,139.73633,24.92556,13.683408
286,3,26,0,random class 2,0.36,0.64,7.510313,2.8808734,2.056102,-0.28160608,0.42732188,-0.859124,0.16349448,-0.860897,-0.48179445,0.9454986,0.27613828,-0.17256907,1447.0,109.0,21.0,0.0,123.0,35.0,27.0,114.767105,27.95646,13.832757
287,3,27,0,random class 2,0.36,0.64,4.6097884,2.3741183,1.0214771,0.06244986,-0.51132154,-0.8571174,-0.25899807,-0.83767575,0.48085272,0.9638568,-0.19196258,0.18474403,453.0,72.0,28.0,0.0,80.0,39.0,18.0,75.30685,32.73289,7.7395144
288,3,28,0,random class 1,0.63,0.37,2.1213567,1.795043,1.1452401,-0.43670827,-0.8993818,-0.01995553,0.89868516,-0.43715715,0.03547608,0.040630247,0.0024410407,-0.99917126,191.0,103.0,33.0,0.0,111.0,42.0,5.0,106.272255,37.06806,1.3193717
289,3,29,0,random class 2,0.49,0.51,5.3435793,2.484303,1.8372456,0.007649819,-0.7423248,0.66999656,-0.8435364,-0.36461142,-0.39434114,0.5370176,-0.5621498,-0.62896717,937.0,120.0,27.0,0.0,130.0,46.0,16.0,124.75774,36.49306,5.6840982
290,3,30,0,random class 2,0.38,0.62,5.8474197,2.4687579,0.96172035,0.02054732,-0.08656981,-0.99603385,-0.47959283,-0.87499374,0.066156074,0.87725055,-0.47633138,0.059497032,581.0,146.0,30.0,0.0,150.0,47.0,21.0,147.88297,37.17728,8.106712
291,3,31,0,random class 2,0.45,0.55,3.4483156,1.6791414,1.5805773,0.04030547,0.9985622,0.035340734,-0.051849876,-0.033231597,0.99810183,0.9978412,-0.042061377,0.050435912,416.0,67.0,39.0,0.0,74.0,47.0,15.0,70.01683,42.514423,7.4951925
292,3,32,0,random class 2,0.18,0.82,5.0615983,3.1319194,1.7906555,0.15391412,-0.013007361,-0.9879986,0.93243366,-0.32892364,0.14958842,0.32692185,0.9442669,0.038497493,1204.0,91.0,37.0,0.0,101.0,58.0,16.0,95.34801,46.895348,7.572259
293,3,33,0,random class 1,0.58,0.42,3.2094836,1.8706188,1.7580878,0.07126535,0.4475607,-0.8914094,0.19776666,-0.8822797,-0.42716604,0.9776552,0.14584891,0.15138857,488.0,24.0,21.0,1.0,32.0,29.0,16.0,27.680328,24.364754,8.327868
294,3,34,0,random class 2,0.12,0.88,5.232972,3.5499678,1.3225737,0.2926209,0.044697005,0.9551833,-0.300613,-0.94396174,0.13626485,0.9077471,-0.32701448,-0.26278645,959.0,58.0,30.0,4.0,67.0,48.0,25.0,61.80709,38.774765,13.918665
295,3,35,0,random class 2,0.28,0.72,4.318587,2.8499546,1.8344185,-0.018855667,-0.49444473,-0.86900455,-0.6651846,-0.6426874,0.38010836,0.7464408,-0.5852156,0.31677875,917.0,77.0,16.0,5.0,88.0,31.0,23.0,82.071976,23.090513,14.454743
296,3,36,0,random class 2,0.15,0.85,6.860642,4.484247,2.7301397,0.36281535,-0.12803844,-0.92302287,0.32411823,-0.9113306,0.25381866,0.8736775,0.39125785,0.2891451,1687.0,133.0,40.0,5.0,147.0,60.0,30.0,138.82869,51.037937,17.368702
297,3,37,0,random class 2,0.2,0.8,4.6591635,2.9062686,1.653768,0.32610664,0.07958732,-0.9419768,-0.69360167,-0.65690494,-0.29562238,0.642317,-0.7497611,0.15901917,901.0,116.0,38.0,6.0,126.0,54.0,25.0,120.7758,45.962265,15.285238
298,3,38,0,random class 2,0.35,0.65,6.4572263,2.3925579,1.7371266,0.13254663,-0.24348855,-0.9608042,-0.5402909,-0.83042955,0.13591358,0.8309736,-0.5010989,0.2416253,1010.0,29.0,22.0,7.0,39.0,39.0,30.0,34.08218,31.58812,18.09307
299,3,39,0,random class 1,0.53,0.47,3.0085802,1.2513903,0.9037711,-0.0868996,0.86268854,0.49821374,-0.04077865,-0.5027668,0.8634597,0.99538213,0.054717824,0.07886951,141.0,0.0,0.0,8.0,5.0,4.0,21.0,1.3617021,1.0921986,12.695036
300,3,40,0,random class 2,0.18,0.82,5.142805,2.6953807,1.6884756,-0.15837522,0.98670286,0.03653369,-0.6889698,-0.13693899,0.71173614,0.707275,0.08755076,0.70149624,802.0,92.0,12.0,8.0,106.0,27.0,28.0,98.69576,18.941397,15.946384
301,3,41,0,random class 2,0.16,0.84,5.5794196,3.3643274,1.4830909,0.17102131,0.14716366,-0.97421485,-0.77922356,-0.58490986,-0.22514676,0.6029613,-0.7976361,-0.014641346,1092.0,41.0,30.0,8.0,51.0,51.0,28.0,45.158424,39.585163,17.57326
302,3,42,0,random class 2,0.12,0.88,6.4175224,3.4315012,1.7350247,0.08685543,0.023177922,-0.99595124,0.7611879,-0.64649636,0.051336706,0.642689,0.7625649,0.07379447,1307.0,13.0,29.0,10.0,22.0,54.0,30.0,17.576893,39.622036,19.556236
303,3,43,0,random class 2,0.15,0.85,4.50877,4.309753,1.1494914,0.09781792,0.0695106,-0.99277383,0.31067568,0.94557244,0.09681656,-0.9454693,0.31790107,-0.070898674,881.0,101.0,32.0,10.0,108.0,51.0,30.0,103.87287,42.160046,18.885357
304,3,44,0,random class 1,0.57,0.43,3.0168967,2.9047532,1.0880293,-0.44762284,-0.40474766,0.7973789,-0.65351164,-0.46058556,-0.6006526,0.6103739,-0.7899622,-0.058338683,403.0,80.0,0.0,11.0,90.0,9.0,25.0,84.719604,3.8883374,17.66253
305,3,45,0,random class 2,0.22,0.78,4.195786,2.8866239,2.0067923,0.16290627,0.98115283,-0.103926204,-0.44012055,0.16653748,0.88236,0.8830376,-0.09800192,0.4589555,948.0,3.0,19.0,12.0,16.0,31.0,30.0,8.14346,23.404009,21.785866
306,3,46,0,random class 2,0.37,0.63,4.4708233,3.3632057,1.929546,0.6702706,0.5387447,-0.51038367,-0.3511161,-0.37567696,-0.85766214,0.6538003,-0.7540696,0.06264332,1045.0,1.0,3.0,13.0,18.0,17.0,30.0,8.14067,9.496651,21.563637
307,3,47,0,random class 2,0.19,0.81,4.296934,4.0036507,1.0054514,-0.020301394,-0.17478856,-0.9843967,0.99719995,0.06733956,-0.03252219,0.071973346,-0.9823005,0.17293206,499.0,88.0,33.0,13.0,94.0,52.0,30.0,90.99799,44.48497,22.977957
308,3,48,0,random class 1,0.52,0.48,2.4645326,2.0562234,1.686128,0.24111973,0.853119,-0.4626546,-0.56387985,0.5111486,0.6486653,0.7898739,0.10447559,0.6043046,386.0,65.0,54.0,13.0,74.0,63.0,24.0,68.61917,58.03109,18.409327
309,3,49,0,random class 2,0.17,0.83,4.500055,3.5032496,1.6481345,-0.06106583,0.17845821,-0.9820507,-0.99580824,0.056229938,0.072139405,0.06809452,0.9823395,0.17427644,1032.0,24.0,39.0,14.0,34.0,59.0,30.0,28.583334,49.263565,20.875969
310,3,50,0,random class 2,0.35,0.65,4.339629,2.5584245,1.524305,0.50275433,0.19391342,-0.84239876,-0.22813088,0.9697292,0.087072425,0.83378315,0.14840113,0.5317732,708.0,61.0,12.0,15.0,73.0,25.0,30.0,67.01695,18.62288,22.782486
311,3,51,0,random class 1,0.56,0.44,4.484948,1.5235695,1.2796534,-0.11750919,-0.18614697,-0.9754696,-0.5499629,-0.80569285,0.21999967,0.8268811,-0.56232405,0.007697618,386.0,102.0,53.0,15.0,109.0,65.0,30.0,104.3886,58.569946,22.049223
312,3,52,0,random class 2,0.44,0.56,4.4705234,1.5062599,1.2718905,0.23168711,-0.35080254,0.907336,-0.40636986,-0.8823369,-0.23737115,0.88384646,-0.31371817,-0.3469817,348.0,127.0,56.0,15.0,135.0,67.0,30.0,130.22127,60.632183,22.93678
313,3,53,0,random class 2,0.49,0.51,4.071423,1.4874378,0.96766394,-0.011963672,0.9941616,-0.107235886,-0.40170208,0.09343067,0.91099185,0.91569227,0.053975686,0.39823902,236.0,139.0,61.0,15.0,147.0,70.0,30.0,142.3178,65.830505,22.470339
314,3,54,0,random class 2,0.17,0.83,4.165996,3.2229908,1.0964842,-0.17522758,0.08288914,0.98103243,0.9811989,-0.067171946,0.18093278,-0.08089522,-0.9942924,0.06956036,571.0,129.0,27.0,16.0,136.0,45.0,30.0,131.70929,35.59019,24.569178
315,3,55,0,random class 2,0.31,0.69,4.523351,2.7465928,1.2339903,-0.1574302,-0.04897726,-0.98631483,-0.8424781,-0.51441765,0.1600161,0.5152149,-0.85614,-0.039722603,528.0,35.0,40.0,17.0,42.0,58.0,30.0,38.134468,50.8125,24.897728
316,3,56,0,random class 2,0.45,0.55,3.7452059,2.165205,0.9157598,0.040349867,0.98324835,0.17774874,-0.47014046,-0.13828833,0.87169045,0.8816688,-0.11873947,0.45668492,272.0,85.0,55.0,17.0,94.0,64.0,30.0,89.16912,58.878677,23.94853
317,3,57,0,random class 2,0.22,0.78,4.5181556,2.973253,1.6852787,-0.15390165,0.062178977,-0.9861278,-0.98777676,0.015291404,0.15512317,-0.024724679,-0.9979479,-0.059065577,849.0,0.0,29.0,18.0,9.0,49.0,30.0,4.294464,39.06007,23.889282
318,3,58,0,random class 1,0.59,0.41,3.3117478,2.4183342,1.7942722,-0.41190135,0.13570537,-0.9010668,0.751299,-0.50898916,-0.420095,0.51564234,0.8500083,-0.107698,449.0,90.0,63.0,18.0,102.0,75.0,30.0,95.12027,68.817375,23.939867
